5.999999999999999778e-01,1.000000000000000056e-01,4.000000000000000222e-01,4.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000000e+00,4.000000000000000222e-01,5.999999999999999778e-01,2.999999999999999889e-01,5.000000000000000000e-01,8.000000000000000444e-01,6.999999999999999556e-01,9.000000000000000222e-01,9.000000000000000222e-01,2.000000000000000111e-01,6.999999999999999556e-01,8.000000000000000444e-01,8.000000000000000444e-01,9.000000000000000222e-01,2.000000000000000111e-01
5.999999999999999778e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000000e+00,5.000000000000000000e-01,4.000000000000000222e-01,1.000000000000000056e-01,4.000000000000000222e-01,5.999999999999999778e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.000000000000000222e-01,9.000000000000000222e-01,2.000000000000000111e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000056e-01,2.000000000000000111e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,5.000000000000000000e-01,8.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999889e-01,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000056e-01,5.000000000000000000e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.999999999999999556e-01,9.000000000000000222e-01,5.000000000000000000e-01,2.000000000000000111e-01,5.000000000000000000e-01,1.000000000000000000e+00
9.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,6.999999999999999556e-01,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,4.000000000000000222e-01,5.999999999999999778e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.999999999999999556e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01
5.000000000000000000e-01,5.000000000000000000e-01,9.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,8.000000000000000444e-01,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,2.000000000000000111e-01,5.999999999999999778e-01,1.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.000000000000000000e-01,2.999999999999999889e-01
1.000000000000000056e-01,4.000000000000000222e-01,2.999999999999999889e-01,1.000000000000000056e-01,8.000000000000000444e-01,5.999999999999999778e-01,1.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000000e+00,2.999999999999999889e-01,4.000000000000000222e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01
1.000000000000000000e+00,2.000000000000000111e-01,5.000000000000000000e-01,6.999999999999999556e-01,9.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000056e-01,6.999999999999999556e-01,1.000000000000000056e-01,6.999999999999999556e-01,4.000000000000000222e-01,4.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01
1.000000000000000056e-01,9.000000000000000222e-01,9.000000000000000222e-01,4.000000000000000222e-01,9.000000000000000222e-01,2.999999999999999889e-01,9.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e-01,4.000000000000000222e-01,6.999999999999999556e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000056e-01,9.000000000000000222e-01,5.999999999999999778e-01,1.000000000000000000e+00,1.000000000000000056e-01
1.000000000000000000e+00,6.999999999999999556e-01,5.999999999999999778e-01,4.000000000000000222e-01,2.000000000000000111e-01,9.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.999999999999999556e-01,5.999999999999999778e-01,8.000000000000000444e-01,9.000000000000000222e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.999999999999999889e-01,9.000000000000000222e-01,6.999999999999999556e-01,6.999999999999999556e-01,1.000000000000000000e+00
2.222222222222222099e-01,7.777777777777777901e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.444444444444444198e-01,3.333333333333333148e-01,4.444444444444444198e-01,7.777777777777777901e-01,4.444444444444444198e-01,7.777777777777777901e-01,6.666666666666666297e-01,8.888888888888888395e-01,1.111111111111111049e-01,1.000000000000000000e+00,5.555555555555555802e-01,7.777777777777777901e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.333333333333333148e-01,4.444444444444444198e-01
1.000000000000000000e+00,8.000000000000000444e-01,5.999999999999999778e-01,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.000000000000000222e-01,4.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,1.000000000000000000e+00,8.000000000000000444e-01,8.000000000000000444e-01,5.999999999999999778e-01
2.222222222222222099e-01,3.333333333333333148e-01,3.333333333333333148e-01,1.000000000000000000e+00,2.222222222222222099e-01,6.666666666666666297e-01,1.000000000000000000e+00,5.555555555555555802e-01,1.111111111111111049e-01,3.333333333333333148e-01,6.666666666666666297e-01,6.666666666666666297e-01,1.111111111111111049e-01,1.000000000000000000e+00,2.222222222222222099e-01,2.222222222222222099e-01,1.111111111111111049e-01,4.444444444444444198e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+00,4.000000000000000222e-01,8.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.999999999999999889e-01,2.000000000000000111e-01,5.000000000000000000e-01,2.999999999999999889e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,2.999999999999999889e-01,5.999999999999999778e-01,8.000000000000000444e-01
8.000000000000000444e-01,6.999999999999999556e-01,2.000000000000000111e-01,6.999999999999999556e-01,8.000000000000000444e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000056e-01,6.999999999999999556e-01,1.000000000000000056e-01
5.000000000000000000e-01,9.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000056e-01,4.000000000000000222e-01,9.000000000000000222e-01,8.000000000000000444e-01,8.000000000000000444e-01,2.000000000000000111e-01,9.000000000000000222e-01,5.000000000000000000e-01,8.000000000000000444e-01,1.000000000000000056e-01,5.000000000000000000e-01,1.000000000000000000e+00
1.111111111111111049e-01,7.777777777777777901e-01,5.555555555555555802e-01,3.333333333333333148e-01,5.555555555555555802e-01,7.777777777777777901e-01,4.444444444444444198e-01,4.444444444444444198e-01,8.888888888888888395e-01,1.000000000000000000e+00,6.666666666666666297e-01,1.111111111111111049e-01,1.000000000000000000e+00,6.666666666666666297e-01,5.555555555555555802e-01,8.888888888888888395e-01,5.555555555555555802e-01,2.222222222222222099e-01,4.444444444444444198e-01,4.444444444444444198e-01
1.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.999999999999999778e-01,8.000000000000000444e-01,2.999999999999999889e-01,8.000000000000000444e-01,2.000000000000000111e-01,6.999999999999999556e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.999999999999999556e-01,6.999999999999999556e-01
8.000000000000000444e-01,9.000000000000000222e-01,9.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000056e-01,9.000000000000000222e-01,6.999999999999999556e-01,9.000000000000000222e-01,1.000000000000000000e+00,9.000000000000000222e-01,4.000000000000000222e-01,6.999999999999999556e-01,2.000000000000000111e-01,8.000000000000000444e-01,5.000000000000000000e-01,1.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000056e-01,9.000000000000000222e-01,2.999999999999999889e-01
8.000000000000000444e-01,9.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000111e-01,8.000000000000000444e-01,6.999999999999999556e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,5.999999999999999778e-01,1.000000000000000000e+00,8.000000000000000444e-01,2.000000000000000111e-01,4.000000000000000222e-01,5.999999999999999778e-01,8.000000000000000444e-01,4.000000000000000222e-01,6.999999999999999556e-01,6.999999999999999556e-01
8.000000000000000444e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00,6.999999999999999556e-01,1.000000000000000056e-01,4.000000000000000222e-01,9.000000000000000222e-01,5.000000000000000000e-01,2.000000000000000111e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.000000000000000056e-01,4.000000000000000222e-01,2.000000000000000111e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,1.000000000000000056e-01
